employee_id,age,gender,marital_status,department,job_role,education_level,years_at_company,years_in_role,monthly_salary,salary_hike_pct,job_satisfaction,work_life_balance,environment_satisfaction,overtime,business_travel,num_companies_worked,distance_from_home_km,performance_rating,training_hours_last_year,attrition
EMP0851,34,Female,Single,Sales,Business Development Manager,Post-Graduate,8,1,103950,14,1,2,2,Yes,Rarely,1,15,3,73,No
EMP0852,43,Female,Married,Finance,Finance Manager,Post-Graduate,9,6,120885,21,2,4,3,No,No Travel,2,11,2,34,No
EMP0853,38,Female,Married,Sales,Sales Lead,Graduate,12,0,112036,9,2,3,3,No,Frequently,6,34,2,21,No
EMP0854,26,Male,Married,Technology,Tech Lead,Graduate,1,0,99730,15,3,2,3,Yes,No Travel,7,29,4,72,No
EMP0855,49,Male,Divorced,Technology,Tech Lead,Graduate,10,6,161704,9,1,2,3,No,Frequently,5,5,4,11,No
EMP0856,23,Male,Married,Operations,Team Lead,Graduate,7,6,67970,14,3,3,1,Yes,Rarely,4,8,2,12,No
EMP0857,44,Male,Married,Technology,Software Engineer,Post-Graduate,14,2,176307,6,3,3,2,No,No Travel,6,3,4,25,No
EMP0858,40,Male,Married,Sales,Sales Lead,Post-Graduate,0,0,73640,19,3,3,4,Yes,No Travel,6,28,3,26,No
EMP0859,47,Male,Married,Sales,Business Development Manager,Doctorate,5,5,81043,23,1,3,3,No,No Travel,5,26,2,11,No
EMP0860,22,Male,Single,Operations,Team Lead,Post-Graduate,5,5,72683,13,3,3,3,No,Rarely,0,57,3,9,No
EMP0861,58,Male,Single,Operations,Operations Manager,Graduate,3,1,64263,3,1,3,2,Yes,Rarely,5,12,2,75,Yes
EMP0862,34,Male,Single,Operations,Operations Analyst,Post-Graduate,4,0,68836,6,2,4,2,Yes,Frequently,2,47,2,40,No
EMP0863,52,Male,Single,Technology,DevOps Engineer,Post-Graduate,14,6,184024,3,3,4,4,No,No Travel,3,24,3,52,No
EMP0864,26,Male,Married,Technology,Tech Lead,Post-Graduate,1,1,100309,21,1,3,3,No,Rarely,1,22,2,74,Yes
EMP0865,26,Female,Married,Sales,Business Development Manager,Post-Graduate,4,0,79372,15,3,4,4,No,Frequently,7,25,3,62,Yes
EMP0866,22,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,9,3,96460,13,2,2,2,No,No Travel,3,15,3,69,No
EMP0867,38,Female,Married,HR,HR Business Partner,Post-Graduate,13,6,105457,9,3,3,3,Yes,No Travel,6,23,3,45,No
EMP0868,44,Male,Divorced,HR,HR Executive,Post-Graduate,1,1,59195,4,1,3,2,Yes,Rarely,0,40,4,52,No
EMP0869,26,Male,Married,Finance,Senior Accountant,Post-Graduate,2,2,86790,7,3,4,3,Yes,Rarely,7,4,4,2,No
EMP0870,31,Female,Married,Technology,Data Analyst,Graduate,3,0,115998,11,4,2,2,No,Frequently,2,17,3,58,Yes
EMP0871,45,Female,Married,Finance,Finance Manager,Graduate,3,3,85025,13,3,4,2,Yes,Frequently,4,22,4,7,No
EMP0872,35,Female,Married,Sales,Account Manager,Post-Graduate,4,4,87797,20,3,2,3,No,No Travel,0,1,2,15,No
EMP0873,57,Female,Married,Operations,Operations Manager,Graduate,3,1,58797,10,3,2,2,No,Rarely,1,20,2,35,No
EMP0874,29,Female,Divorced,Finance,Senior Accountant,Post-Graduate,5,1,93325,3,1,3,2,Yes,Frequently,2,41,4,0,Yes
EMP0875,40,Female,Married,Operations,Team Lead,Post-Graduate,2,2,64116,11,3,2,4,No,No Travel,7,33,3,23,No
EMP0876,42,Male,Married,HR,HR Manager,Graduate,7,1,89253,18,4,3,3,Yes,Rarely,5,51,3,65,No
EMP0877,39,Male,Married,Sales,Business Development Manager,Graduate,14,2,112548,6,4,1,1,No,Rarely,1,23,3,68,No
EMP0878,40,Female,Married,Operations,Operations Manager,Post-Graduate,8,6,69827,16,3,1,1,Yes,No Travel,0,42,1,11,No
EMP0879,22,Female,Married,Sales,Sales Executive,Post-Graduate,14,0,118506,24,4,4,2,No,Frequently,1,52,3,4,No
EMP0880,44,Female,Single,Sales,Sales Lead,Graduate,8,2,108641,12,1,3,3,Yes,Frequently,1,11,4,29,No
EMP0881,45,Female,Divorced,Technology,Software Engineer,Post-Graduate,4,1,133409,23,4,2,4,Yes,No Travel,5,43,4,10,No
EMP0882,52,Female,Divorced,HR,HR Manager,Graduate,2,0,69646,14,3,2,4,No,Frequently,6,13,2,51,Yes
EMP0883,40,Female,Married,Technology,Software Engineer,Doctorate,15,6,173864,17,3,2,3,No,Frequently,3,38,1,69,No
EMP0884,54,Female,Married,Sales,Sales Lead,Graduate,13,2,127317,21,2,4,4,No,Rarely,0,20,2,33,No
EMP0885,36,Female,Married,Sales,Sales Lead,Graduate,8,6,102196,6,3,2,3,No,Rarely,5,5,3,11,No
EMP0886,26,Female,Married,Sales,Business Development Manager,Post-Graduate,11,4,115024,19,3,2,3,No,Rarely,7,33,3,78,No
EMP0887,53,Female,Single,Technology,Tech Lead,Graduate,10,5,171011,17,2,2,3,No,Frequently,0,21,3,14,No
EMP0888,33,Male,Single,Sales,Account Manager,Post-Graduate,10,2,103984,19,3,1,3,Yes,Rarely,3,28,4,24,No
EMP0889,57,Male,Married,Sales,Account Manager,Post-Graduate,8,3,100979,23,4,3,3,No,Rarely,4,54,3,60,No
EMP0890,40,Male,Married,HR,HR Executive,Graduate,0,0,51414,25,2,3,1,No,No Travel,2,55,2,21,No
EMP0891,52,Female,Single,Operations,Process Associate,Post-Graduate,3,0,53074,3,2,4,3,Yes,Rarely,1,56,3,25,No
EMP0892,56,Male,Married,HR,HR Manager,Graduate,14,6,97108,12,1,4,2,No,Rarely,5,5,3,55,No
EMP0893,47,Male,Married,Operations,Process Associate,Graduate,10,0,90205,25,2,3,1,No,No Travel,7,15,4,52,No
EMP0894,48,Male,Married,Operations,Operations Manager,Graduate,2,2,61959,20,2,4,2,No,Rarely,3,30,3,26,No
EMP0895,24,Female,Single,Sales,Sales Lead,Post-Graduate,9,4,114048,8,4,3,3,Yes,Rarely,6,32,3,63,Yes
EMP0896,43,Male,Married,Sales,Sales Executive,Post-Graduate,7,6,99244,21,1,3,3,No,No Travel,2,21,3,41,Yes
EMP0897,52,Female,Married,Technology,QA Engineer,Post-Graduate,9,1,166309,24,2,3,3,Yes,Frequently,5,40,4,41,No
EMP0898,51,Female,Married,Operations,Process Associate,Doctorate,6,5,65061,11,4,3,2,No,No Travel,2,55,2,9,No
EMP0899,49,Female,Married,Sales,Sales Executive,Post-Graduate,6,3,88200,15,1,4,3,No,Frequently,1,19,3,45,Yes
EMP0900,51,Male,Married,Technology,DevOps Engineer,Graduate,4,4,124595,18,3,4,4,No,Frequently,7,45,3,54,No
EMP0901,25,Male,Married,Operations,Operations Analyst,Graduate,3,2,64980,9,3,4,3,Yes,Rarely,6,52,4,32,No
EMP0902,22,Male,Single,Finance,Senior Accountant,Post-Graduate,15,5,128860,23,3,2,4,No,No Travel,3,48,2,45,No
EMP0903,52,Male,Married,Sales,Account Manager,Post-Graduate,14,5,125116,19,3,4,2,Yes,Rarely,0,10,2,75,Yes
EMP0904,41,Male,Divorced,Technology,DevOps Engineer,Post-Graduate,15,1,172533,4,4,1,4,Yes,Rarely,6,5,4,11,Yes
EMP0905,41,Male,Married,Operations,Operations Manager,Graduate,5,0,75054,16,2,2,3,No,Rarely,7,50,3,76,No
EMP0906,38,Male,Single,Operations,Operations Manager,Post-Graduate,15,4,88714,6,1,2,2,No,Rarely,7,27,3,26,No
EMP0907,57,Male,Single,HR,HR Manager,Post-Graduate,10,5,91687,13,1,2,2,No,Rarely,0,54,3,78,No
EMP0908,43,Male,Single,HR,HR Manager,Post-Graduate,1,1,60010,10,2,3,2,Yes,Rarely,4,3,3,0,Yes
EMP0909,30,Female,Single,Sales,Business Development Manager,Post-Graduate,5,4,87172,25,1,4,2,No,Frequently,3,14,1,8,Yes
EMP0910,48,Male,Married,Technology,QA Engineer,Post-Graduate,14,1,187338,20,3,3,3,Yes,Rarely,6,44,4,14,No
EMP0911,42,Female,Single,Operations,Operations Analyst,Post-Graduate,2,1,50961,15,2,3,4,No,No Travel,4,3,3,23,Yes
EMP0912,58,Male,Single,Technology,QA Engineer,Post-Graduate,2,2,120446,4,3,3,3,No,Rarely,5,25,4,5,No
EMP0913,38,Male,Married,Operations,Operations Manager,Doctorate,14,5,90047,22,4,2,3,No,Frequently,2,59,3,54,No
EMP0914,26,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,8,4,86849,4,2,2,3,No,Rarely,1,44,4,24,No
EMP0915,50,Male,Single,Sales,Business Development Manager,Graduate,9,1,111062,20,1,2,3,Yes,Rarely,2,51,3,80,No
EMP0916,45,Female,Single,Technology,Data Analyst,Post-Graduate,7,2,150242,6,2,3,3,No,No Travel,1,55,2,33,No
EMP0917,46,Male,Married,Operations,Operations Analyst,Graduate,0,0,46708,15,4,1,2,Yes,No Travel,2,10,4,80,No
EMP0918,56,Male,Single,Operations,Operations Manager,Post-Graduate,7,3,76322,25,2,3,2,No,Rarely,3,57,4,43,No
EMP0919,58,Female,Divorced,Technology,Tech Lead,Post-Graduate,6,5,145594,7,1,3,3,No,Rarely,5,47,3,51,No
EMP0920,31,Male,Single,HR,Talent Acquisition Specialist,Graduate,1,1,59187,9,3,1,1,Yes,Rarely,4,37,4,19,No
EMP0921,34,Male,Divorced,Technology,Tech Lead,Post-Graduate,8,0,155369,19,3,2,2,Yes,Rarely,1,51,2,2,No
EMP0922,22,Female,Married,HR,HR Manager,Graduate,5,5,77720,20,1,4,2,No,Rarely,2,58,4,0,No
EMP0923,23,Male,Single,Finance,Finance Manager,Post-Graduate,2,2,75915,25,2,3,1,Yes,No Travel,1,19,3,63,No
EMP0924,26,Female,Married,Sales,Sales Lead,Post-Graduate,11,4,111143,6,4,2,2,Yes,No Travel,1,58,3,49,No
EMP0925,35,Male,Single,Operations,Team Lead,Doctorate,13,6,90221,12,4,3,4,No,No Travel,1,35,2,75,No
EMP0926,27,Male,Single,Sales,Sales Executive,Graduate,4,3,90180,24,4,3,4,Yes,Rarely,1,43,3,74,No
EMP0927,28,Male,Single,Operations,Process Associate,Post-Graduate,1,1,61714,17,4,2,3,No,Rarely,0,25,3,59,No
EMP0928,28,Male,Married,Finance,Finance Manager,Post-Graduate,11,4,120488,12,2,3,3,No,Frequently,7,52,4,35,No
EMP0929,54,Male,Single,Operations,Team Lead,Graduate,12,6,97522,12,3,2,1,No,Rarely,1,34,4,17,No
EMP0930,38,Male,Single,HR,HR Executive,Graduate,11,3,96519,19,2,2,3,No,Frequently,2,20,3,11,No
EMP0931,57,Male,Married,HR,HR Executive,Graduate,13,2,106539,21,2,3,3,Yes,Rarely,2,43,3,62,No
EMP0932,47,Female,Married,Technology,QA Engineer,Graduate,11,6,168041,11,1,3,3,No,No Travel,3,6,2,77,No
EMP0933,39,Male,Single,Technology,Tech Lead,Post-Graduate,4,4,121658,11,1,3,2,Yes,No Travel,6,48,1,52,Yes
EMP0934,30,Male,Married,Operations,Operations Analyst,Graduate,11,5,79788,21,3,3,2,No,No Travel,4,46,3,59,No
EMP0935,30,Male,Single,Finance,Financial Analyst,Graduate,13,1,126996,20,4,2,1,No,No Travel,2,38,3,73,No
EMP0936,32,Male,Married,Technology,DevOps Engineer,Post-Graduate,0,0,106063,11,3,3,3,No,No Travel,5,23,4,37,No
EMP0937,31,Male,Married,Technology,Software Engineer,Post-Graduate,8,1,147312,12,4,4,1,No,Rarely,3,47,3,17,No
EMP0938,51,Male,Married,Sales,Account Manager,Doctorate,9,6,102827,20,2,2,1,No,Frequently,0,6,1,36,No
EMP0939,33,Male,Married,Finance,Finance Manager,Graduate,14,5,132482,4,2,2,3,Yes,Rarely,7,24,3,21,No
EMP0940,28,Male,Married,Sales,Business Development Manager,Graduate,14,5,126735,8,1,2,4,Yes,No Travel,6,60,3,7,No
EMP0941,45,Male,Single,HR,HR Manager,Graduate,6,0,76082,18,1,1,2,Yes,No Travel,4,57,3,30,No
EMP0942,48,Male,Married,Finance,Accounts Executive,Post-Graduate,11,5,118203,4,3,4,4,No,No Travel,6,39,3,38,No
EMP0943,53,Female,Married,Finance,Accounts Executive,Graduate,3,3,86460,6,1,3,2,Yes,No Travel,7,41,3,49,No
EMP0944,43,Male,Married,Operations,Operations Analyst,Post-Graduate,11,1,93458,8,4,4,3,Yes,No Travel,4,49,2,77,No
EMP0945,54,Male,Married,Finance,Financial Analyst,Graduate,2,2,83876,24,2,3,2,No,Rarely,2,39,4,80,No
EMP0946,48,Female,Married,Operations,Process Associate,Post-Graduate,2,2,49711,12,3,3,4,No,Frequently,2,37,3,43,Yes
EMP0947,39,Male,Married,Operations,Process Associate,Graduate,1,1,56055,18,2,2,4,Yes,Frequently,6,17,3,30,No
EMP0948,56,Female,Married,Sales,Sales Lead,Post-Graduate,8,4,99380,13,2,3,3,Yes,Rarely,3,47,4,18,No
EMP0949,22,Female,Single,Technology,Software Engineer,Graduate,7,5,146040,23,1,4,3,Yes,Rarely,1,20,3,10,No
EMP0950,56,Female,Married,Finance,Financial Analyst,Post-Graduate,13,0,127877,5,2,3,1,No,No Travel,4,50,2,36,No
EMP0951,57,Female,Married,HR,HR Manager,Graduate,9,2,82198,17,3,3,3,No,No Travel,5,32,1,16,No
EMP0952,46,Male,Married,Operations,Process Associate,Post-Graduate,3,3,67867,12,4,2,2,No,Frequently,5,49,3,80,No
EMP0953,31,Male,Single,Operations,Process Associate,Graduate,2,2,55212,22,4,1,3,No,Frequently,3,53,4,33,No
EMP0954,51,Female,Married,Operations,Team Lead,Graduate,14,4,90237,25,3,4,2,No,Rarely,7,15,3,37,No
EMP0955,57,Male,Married,Sales,Account Manager,Graduate,11,5,112362,21,1,4,4,Yes,Frequently,5,5,1,13,No
EMP0956,51,Female,Married,Technology,Data Analyst,Graduate,9,4,167409,8,4,4,2,No,Frequently,4,25,4,72,No
EMP0957,43,Male,Married,Sales,Account Manager,Doctorate,13,2,117334,20,4,4,3,Yes,Frequently,4,57,3,27,No
EMP0958,54,Male,Married,Sales,Business Development Manager,Graduate,8,4,99960,21,3,4,3,No,Frequently,0,3,3,51,No
EMP0959,54,Female,Married,Sales,Sales Executive,Graduate,1,1,66428,8,4,2,4,Yes,Rarely,2,57,4,57,No
EMP0960,53,Female,Married,HR,HR Business Partner,Graduate,4,2,75277,3,4,3,2,No,Rarely,5,17,3,6,No
EMP0961,33,Male,Married,HR,HR Manager,Post-Graduate,8,5,88463,9,2,4,2,No,Rarely,2,9,3,24,Yes
EMP0962,50,Male,Divorced,Operations,Operations Manager,Graduate,3,3,53119,21,4,4,4,No,No Travel,5,53,2,34,No
EMP0963,47,Female,Married,Finance,Accounts Executive,Doctorate,2,2,83212,22,1,4,2,Yes,Rarely,4,53,4,18,No
EMP0964,40,Male,Married,Technology,QA Engineer,Graduate,10,5,168549,10,2,4,4,Yes,Rarely,5,23,2,24,No
EMP0965,40,Female,Married,Sales,Account Manager,Doctorate,6,6,95460,5,4,4,4,No,Frequently,5,19,2,61,No
EMP0966,32,Male,Married,Sales,Sales Lead,Graduate,1,1,75747,21,3,3,2,No,Frequently,6,21,3,32,No
EMP0967,27,Male,Married,Sales,Sales Lead,Post-Graduate,14,4,112101,8,4,3,4,Yes,Rarely,2,4,3,72,No
EMP0968,25,Female,Married,Sales,Account Manager,Post-Graduate,5,4,95711,15,3,3,3,Yes,Rarely,7,25,3,41,No
EMP0969,51,Female,Single,Operations,Operations Analyst,Graduate,6,6,68002,11,4,2,2,No,Rarely,5,10,3,15,No
EMP0970,58,Female,Single,HR,HR Executive,Graduate,8,6,86940,20,3,1,2,No,No Travel,4,59,4,16,No
EMP0971,34,Female,Married,Operations,Process Associate,Graduate,10,4,87960,3,4,3,4,Yes,Frequently,0,20,1,71,No
EMP0972,56,Male,Single,Sales,Account Manager,Graduate,7,6,93945,12,1,3,2,No,Rarely,5,45,3,72,Yes
EMP0973,41,Female,Married,Sales,Business Development Manager,Graduate,8,2,106720,5,2,2,2,Yes,Rarely,6,60,3,80,Yes
EMP0974,53,Female,Married,Technology,DevOps Engineer,Graduate,12,0,183773,20,3,4,2,Yes,Rarely,1,1,3,25,No
EMP0975,23,Female,Single,Operations,Process Associate,Post-Graduate,2,1,56384,16,2,3,3,No,Rarely,3,47,3,1,No
EMP0976,25,Male,Single,Technology,DevOps Engineer,Post-Graduate,11,1,168085,7,4,3,4,Yes,Rarely,2,55,2,64,No
EMP0977,46,Male,Married,Operations,Team Lead,Graduate,2,2,54290,13,2,1,1,Yes,Frequently,4,4,4,20,No
EMP0978,36,Male,Married,Operations,Team Lead,Doctorate,3,3,56891,25,4,4,2,No,Rarely,7,17,3,4,No
EMP0979,29,Female,Married,Sales,Sales Lead,Graduate,9,0,105639,13,4,4,4,Yes,Rarely,1,18,3,47,No
EMP0980,49,Male,Single,Operations,Team Lead,Graduate,14,4,90378,17,3,2,2,No,Rarely,1,9,2,11,No
EMP0981,37,Male,Single,Technology,Data Analyst,Post-Graduate,6,6,133829,11,1,3,3,Yes,No Travel,2,7,4,20,No
EMP0982,25,Male,Married,Sales,Sales Lead,Post-Graduate,12,2,121288,10,3,3,4,Yes,Rarely,7,33,4,71,No
EMP0983,47,Male,Married,Operations,Process Associate,Graduate,10,4,84263,12,4,3,4,Yes,Rarely,0,36,3,20,No
EMP0984,44,Female,Married,Finance,Accounts Executive,Post-Graduate,4,3,85213,21,4,3,3,Yes,Rarely,2,12,4,40,No
EMP0985,30,Female,Single,Finance,Financial Analyst,Post-Graduate,5,3,91911,23,2,4,4,No,No Travel,3,3,3,63,No
EMP0986,24,Male,Married,Technology,DevOps Engineer,Graduate,15,4,187122,19,4,3,4,No,Frequently,0,16,2,67,No
EMP0987,51,Female,Married,Sales,Sales Lead,Post-Graduate,13,5,112085,6,3,4,2,No,Rarely,3,54,3,18,No
EMP0988,42,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,1,1,59975,5,2,4,3,Yes,Rarely,1,59,3,35,No
EMP0989,22,Female,Married,Operations,Team Lead,Graduate,15,1,88226,5,3,4,3,Yes,No Travel,2,40,2,59,No
EMP0990,32,Male,Single,Technology,Software Engineer,Post-Graduate,5,3,124887,7,1,4,2,No,No Travel,1,55,3,59,Yes
EMP0991,55,Female,Married,Operations,Team Lead,Post-Graduate,8,1,71589,11,1,1,1,Yes,Frequently,7,11,3,8,Yes
EMP0992,29,Male,Married,Sales,Account Manager,Graduate,10,2,118485,18,2,4,3,No,Rarely,3,20,4,78,No
EMP0993,36,Male,Divorced,Sales,Sales Executive,Graduate,10,0,103307,11,3,3,3,No,Rarely,5,40,2,7,No
EMP0994,51,Male,Married,Operations,Operations Analyst,Graduate,14,6,95592,9,4,2,3,No,Rarely,7,44,3,48,No
EMP0995,34,Male,Divorced,HR,HR Manager,Doctorate,11,2,96963,24,4,2,3,No,Rarely,3,12,2,35,No
EMP0996,30,Female,Married,Sales,Business Development Manager,Graduate,10,1,107615,14,4,3,4,No,No Travel,5,28,3,55,No
EMP0997,32,Female,Married,Sales,Sales Executive,Post-Graduate,9,2,106420,15,1,1,3,No,Rarely,2,53,3,80,Yes
EMP0998,43,Male,Married,Sales,Business Development Manager,Doctorate,10,1,110426,4,2,4,3,Yes,Frequently,3,5,2,72,No
EMP0999,23,Male,Married,Sales,Sales Executive,Post-Graduate,2,2,70451,19,1,4,2,No,Frequently,5,49,2,70,No
EMP1000,23,Male,Married,Finance,Accounts Executive,Post-Graduate,10,5,120136,14,2,2,3,No,Rarely,3,30,3,45,Yes
EMP1001,44,Male,Married,Technology,Tech Lead,Graduate,9,6,156530,12,3,3,3,No,Rarely,5,1,3,59,No
EMP1002,46,Female,Married,Sales,Business Development Manager,Post-Graduate,1,1,64029,11,4,2,4,Yes,Rarely,5,12,3,69,No
EMP1003,41,Male,Married,Operations,Process Associate,Doctorate,12,5,91610,24,4,4,3,Yes,Rarely,6,11,4,3,No
EMP1004,25,Female,Married,Finance,Accounts Executive,Post-Graduate,4,0,86548,5,4,4,3,No,Rarely,1,15,4,25,No
EMP1005,37,Male,Single,Operations,Process Associate,Graduate,6,0,73283,7,4,1,3,No,Frequently,3,53,4,47,No
EMP1006,41,Female,Single,Operations,Team Lead,Post-Graduate,13,4,83157,17,3,3,2,No,Rarely,4,37,3,41,No
EMP1007,42,Male,Single,Sales,Account Manager,Graduate,8,2,108688,4,2,4,3,Yes,No Travel,6,28,3,13,Yes
EMP1008,44,Female,Single,HR,HR Executive,Graduate,6,6,74741,7,3,3,4,Yes,No Travel,1,49,4,68,No
EMP1009,50,Female,Married,Sales,Account Manager,Graduate,12,4,125946,25,2,2,3,No,Rarely,2,19,4,45,Yes
EMP1010,45,Female,Married,Sales,Business Development Manager,Doctorate,10,6,104103,5,2,2,4,No,Rarely,4,58,3,46,No
EMP1011,22,Male,Single,HR,HR Manager,Post-Graduate,10,4,94860,4,4,2,4,No,Frequently,3,44,1,32,No
EMP1012,48,Male,Married,Operations,Team Lead,Post-Graduate,2,2,57888,8,1,3,2,No,Rarely,4,8,4,66,No
EMP1013,38,Male,Married,Sales,Business Development Manager,Graduate,6,0,87297,13,3,4,4,No,Frequently,7,10,4,64,No
EMP1014,43,Female,Married,Sales,Sales Executive,Graduate,5,4,95690,13,4,3,3,No,No Travel,6,12,4,53,No
EMP1015,53,Male,Married,Operations,Process Associate,Post-Graduate,3,3,52825,15,4,3,1,No,Rarely,3,20,2,80,No
EMP1016,25,Female,Single,Sales,Account Manager,Graduate,5,3,94720,22,1,2,3,Yes,Frequently,6,44,2,20,Yes
EMP1017,58,Male,Married,HR,HR Executive,Doctorate,7,4,81492,23,4,2,4,No,Rarely,2,50,3,15,No
EMP1018,54,Female,Single,Operations,Team Lead,Graduate,7,5,75158,13,1,1,2,No,Frequently,0,27,3,15,No
EMP1019,51,Male,Single,Technology,Software Engineer,Graduate,7,0,146947,8,3,3,3,No,Rarely,6,43,2,31,No
EMP1020,31,Male,Married,Technology,DevOps Engineer,Post-Graduate,6,4,140463,9,3,1,3,Yes,Rarely,0,44,4,0,No
EMP1021,45,Male,Married,Sales,Business Development Manager,Post-Graduate,5,3,88962,5,4,3,3,No,Rarely,1,14,3,70,No
EMP1022,37,Female,Single,Sales,Sales Lead,Post-Graduate,13,2,127699,20,2,2,4,Yes,Rarely,4,30,3,61,Yes
EMP1023,47,Male,Married,Technology,Data Analyst,Post-Graduate,4,4,130039,13,4,1,1,Yes,Rarely,4,29,4,70,Yes
EMP1024,53,Female,Single,Sales,Sales Lead,Post-Graduate,11,2,115431,24,2,4,2,No,Frequently,5,50,4,39,No
EMP1025,43,Male,Single,Operations,Process Associate,Post-Graduate,12,3,96461,9,4,4,2,No,Rarely,4,13,3,79,No
EMP1026,37,Male,Married,Operations,Team Lead,Post-Graduate,3,3,68640,17,2,3,4,No,Rarely,3,52,3,18,Yes
EMP1027,27,Female,Married,HR,Talent Acquisition Specialist,Post-Graduate,12,4,103135,6,1,3,2,Yes,No Travel,1,23,1,78,No
EMP1028,35,Male,Married,Finance,Finance Manager,Post-Graduate,4,4,90855,19,3,2,2,No,Rarely,6,51,3,74,No
EMP1029,32,Male,Married,HR,HR Manager,Doctorate,6,3,75439,18,4,2,2,No,Rarely,0,30,3,30,No
EMP1030,45,Female,Married,Operations,Operations Manager,Graduate,8,3,84576,23,2,2,3,No,Rarely,4,23,2,63,No
EMP1031,34,Male,Divorced,HR,Talent Acquisition Specialist,Graduate,13,3,92693,19,1,2,4,No,No Travel,5,44,4,15,Yes
EMP1032,43,Male,Married,Technology,Data Analyst,Graduate,1,1,110449,12,4,2,3,No,No Travel,2,11,3,64,No
EMP1033,41,Male,Single,HR,Talent Acquisition Specialist,Graduate,2,2,69059,20,3,4,3,Yes,Rarely,2,37,3,37,Yes
EMP1034,32,Male,Married,Technology,Software Engineer,Doctorate,4,1,132834,14,4,1,3,Yes,Frequently,1,4,2,78,No
EMP1035,45,Female,Single,HR,HR Business Partner,Post-Graduate,11,0,90191,17,2,4,4,No,No Travel,2,11,3,24,Yes
EMP1036,36,Male,Married,Operations,Process Associate,Graduate,6,4,62904,7,3,2,3,Yes,Frequently,3,51,3,11,Yes
EMP1037,43,Male,Married,Operations,Team Lead,Graduate,7,0,78760,19,2,4,4,No,No Travel,4,53,3,61,No
EMP1038,37,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,6,1,80317,11,1,2,1,No,No Travel,2,56,4,29,Yes
EMP1039,52,Female,Married,Operations,Team Lead,Doctorate,7,5,72641,15,3,1,3,No,No Travel,3,13,3,60,No
EMP1040,31,Male,Single,Technology,Tech Lead,Post-Graduate,6,5,146959,4,1,4,2,Yes,Rarely,5,49,3,6,No
EMP1041,36,Female,Single,Technology,DevOps Engineer,Graduate,3,3,118168,20,2,3,4,No,Frequently,2,25,4,12,No
EMP1042,39,Female,Single,Finance,Senior Accountant,Post-Graduate,14,0,126534,15,1,4,3,No,No Travel,6,49,3,75,No
EMP1043,41,Male,Married,Sales,Business Development Manager,Post-Graduate,5,3,89155,21,1,4,2,Yes,Rarely,2,57,3,37,No
EMP1044,54,Male,Single,Operations,Operations Manager,Post-Graduate,8,5,74023,18,1,3,1,Yes,Rarely,2,15,3,32,No
EMP1045,43,Female,Married,Sales,Sales Lead,Post-Graduate,8,2,108410,13,1,3,2,Yes,Rarely,5,14,3,73,Yes
EMP1046,48,Female,Single,Operations,Team Lead,Post-Graduate,1,1,54664,18,2,4,1,No,Rarely,1,15,1,61,No
EMP1047,43,Male,Married,Technology,Data Analyst,Post-Graduate,14,4,184089,9,3,1,1,No,Rarely,5,53,1,33,No
EMP1048,39,Male,Married,Operations,Team Lead,Graduate,15,2,94919,5,3,3,2,No,No Travel,7,27,4,24,No
EMP1049,54,Male,Married,Technology,Software Engineer,Graduate,13,5,180682,15,3,2,3,Yes,Rarely,7,31,3,53,No
EMP1050,29,Female,Married,Technology,Data Analyst,Graduate,9,5,152421,8,4,4,3,Yes,Rarely,0,33,4,70,No
EMP1051,58,Male,Single,Technology,Data Analyst,Post-Graduate,7,4,141798,5,3,3,2,No,Rarely,3,36,4,3,No
EMP1052,54,Male,Married,Sales,Sales Lead,Graduate,10,5,115424,24,3,4,3,No,Rarely,4,4,4,51,No
EMP1053,33,Male,Married,Sales,Sales Executive,Graduate,13,6,122143,8,1,3,1,No,Frequently,2,39,3,14,No
EMP1054,54,Female,Single,HR,HR Executive,Post-Graduate,7,1,85834,23,2,1,2,Yes,No Travel,2,19,3,75,No
EMP1055,36,Male,Single,Technology,Software Engineer,Graduate,13,3,184369,23,3,4,2,No,No Travel,5,3,4,42,No
EMP1056,51,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,14,6,93529,22,4,4,1,Yes,No Travel,3,46,3,14,No
EMP1057,24,Male,Married,Finance,Accounts Executive,Post-Graduate,5,5,102083,4,1,3,1,No,No Travel,1,17,1,44,No
EMP1058,51,Male,Married,Sales,Sales Executive,Graduate,10,4,110671,6,4,3,3,No,Rarely,5,20,3,9,No
EMP1059,29,Male,Single,Sales,Account Manager,Post-Graduate,1,1,71563,6,1,3,3,Yes,Rarely,3,41,2,70,No
EMP1060,56,Male,Married,Sales,Sales Lead,Post-Graduate,15,4,118722,23,4,3,4,No,Rarely,3,60,3,0,No
EMP1061,26,Female,Single,Operations,Operations Analyst,Post-Graduate,3,2,62843,25,3,3,3,No,Rarely,2,43,3,27,No
EMP1062,35,Female,Divorced,Finance,Finance Manager,Post-Graduate,6,5,108221,19,2,2,2,No,Rarely,0,3,4,70,No
EMP1063,40,Male,Married,Sales,Business Development Manager,Graduate,3,3,76837,4,4,2,1,No,Rarely,7,12,4,11,No
EMP1064,48,Male,Married,Operations,Team Lead,Graduate,9,3,83940,21,2,3,3,Yes,No Travel,6,24,3,34,No
